protein1,protein2,tm_score,sequence_divergence,patristic_distance,protein1_cluster,protein2_cluster,cluster_key
P005077011621_Drosophila_guanche_part1_of1,P005076010744_Drosophila_grimshawi_part1_of1,0.9644,0.2016129032258065,0.392546993,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005076010745_Drosophila_grimshawi_part1_of1,0.85906,0.6818181818181819,1.959000098,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005077009626_Drosophila_guanche_part1_of1,0.86309,0.7037037037037037,2.244737582,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005077011090_Drosophila_guanche_part1_of1,0.85,0.7037037037037037,2.244737582,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005078005510_Drosophila_hydei_part1_of1,0.87274,0.6598360655737705,1.991995655,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005078006118_Drosophila_hydei_part1_of1,0.93316,0.2208835341365461,0.3716154379999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005079010340_Drosophila_innubila_part1_of1,0.8521,0.6652892561983471,2.264814695,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005079011844_Drosophila_innubila_part1_of2,0.92504,0.2008032128514056,0.311800023,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005079011844_Drosophila_innubila_part2_of2,0.81404,0.6740088105726872,1.911476874,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005080010494_Drosophila_ironensis_part1_of1,0.93866,0.172,0.279754789,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005080010499_Drosophila_ironensis_part1_of1,0.84433,0.7111111111111111,2.494389116,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005080012110_Drosophila_ironensis_part1_of1,0.85583,0.691304347826087,2.254247254,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005081003743_Drosophila_kikkawai_part1_of3,0.89506,0.148,0.194778793,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005081003743_Drosophila_kikkawai_part2_of3,0.75226,0.6990291262135923,2.5400708089999995,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005081003743_Drosophila_kikkawai_part3_of3,0.84105,0.7024793388429752,2.4362780509999995,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005081004694_Drosophila_kikkawai_part1_of1,0.85508,0.7160493827160495,2.530077069,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005082012188_Drosophila_mauritiana_part1_of1,0.93762,0.172,0.271892808,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005082012529_Drosophila_mauritiana_part1_of1,0.85603,0.691358024691358,2.337605661,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005083008909_Drosophila_melanogaster_part1_of1,0.94202,0.176,0.275806724,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005083008910_Drosophila_melanogaster_part1_of1,0.84944,0.6872427983539094,2.3369306100000005,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005084006084_Drosophila_miranda_part1_of1,0.85852,0.7078189300411523,2.180841782,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005084006085_Drosophila_miranda_part1_of1,0.90667,0.048,0.052098486,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005085005288_Drosophila_mojavensis_part1_of1,0.91169,0.2248995983935743,0.420666038,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005085005289_Drosophila_mojavensis_part1_of1,0.82107,0.6624472573839663,1.960394829,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005086002813_Drosophila_navojoa_part1_of1,0.91495,0.2289156626506023,0.40230783,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005086003013_Drosophila_navojoa_part1_of1,0.86562,0.6487603305785123,1.923554183,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005087007713_Drosophila_novamexicana_part1_of1,0.85681,0.6694214876033058,2.024777293,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005087007760_Drosophila_novamexicana_part1_of1,0.92293,0.1967871485943775,0.340892162,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005087007761_Drosophila_novamexicana_part1_of1,0.85595,0.6528925619834711,1.908972487,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005088004783_Drosophila_obscura_part1_of1,0.8634,0.691358024691358,2.230472936,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005088004859_Drosophila_obscura_part1_of1,0.84203,0.659919028340081,1.999571479,Cluster_2,Cluster_3,Cluster_2_Cluster_3
P005077011621_Drosophila_guanche_part1_of1,P005088004876_Drosophila_obscura_part1_of1,0.90704,0.0679999999999999,0.071083227,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005089006354_Drosophila_persimilis_part1_of1,0.86046,0.7078189300411523,2.176913977,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005089006356_Drosophila_persimilis_part1_of1,0.9254,0.048,0.052098486,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005091006300_Drosophila_rhopaloa_part1_of1,0.97346,0.16,0.300323426,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005092009946_Drosophila_santomea_part1_of1,0.94844,0.172,0.299584831,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005092009948_Drosophila_santomea_part1_of1,0.83706,0.691358024691358,2.3368972130000003,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005093013422_Drosophila_sechellia_part1_of1,0.95261,0.176,0.27583734,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005093013423_Drosophila_sechellia_part1_of1,0.84904,0.6872427983539094,2.333008073,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005095004731_Drosophila_setifemur_part1_of1,0.90561,0.18,0.280962642,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005095011902_Drosophila_setifemur_part1_of1,0.80457,0.7018348623853211,2.406599586,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005095011903_Drosophila_setifemur_part1_of1,0.84792,0.7,2.331381284,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005097008429_Drosophila_subobscura_part1_of2,0.85766,0.7078189300411523,2.2011694550000005,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005097008429_Drosophila_subobscura_part2_of2,0.85149,0.6720647773279352,1.966025612,Cluster_2,Cluster_3,Cluster_2_Cluster_3
P005077011621_Drosophila_guanche_part1_of1,P005097009271_Drosophila_subobscura_part1_of1,0.90527,0.036,0.039557072,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005098006594_Drosophila_subpulchrella_part1_of2,0.94889,0.156,0.309459361,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005098006594_Drosophila_subpulchrella_part2_of2,0.85174,0.6954732510288066,2.2950470860000003,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005099002466_Drosophila_suzukii_part1_of1,0.84868,0.7037037037037037,2.314910182,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005099007453_Drosophila_suzukii_part1_of1,0.90094,0.156,0.328296478,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005100011380_Drosophila_takahashii_part1_of2,0.91094,0.164,0.340804097,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005100011380_Drosophila_takahashii_part2_of2,0.86061,0.6872427983539094,2.301942194,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005101009090_Drosophila_teissieri_part1_of1,0.94844,0.172,0.287760781,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005101009092_Drosophila_teissieri_part1_of1,0.84194,0.6831275720164609,2.3252890090000005,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005102009205_Drosophila_virilis_part1_of1,0.94791,0.1967871485943775,0.340892162,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005102009206_Drosophila_virilis_part1_of1,0.86018,0.6652892561983471,1.936133952,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005103011421_Drosophila_willistoni_part1_of1,0.85793,0.6762295081967213,2.140548697,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,P005103011422_Drosophila_willistoni_part1_of1,0.96579,0.176,0.23912145,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005077011621_Drosophila_guanche_part1_of1,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.85108,0.6872427983539094,2.3369306100000005,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.89148,0.7926829268292683,2.876782144,Cluster_1,Cluster_4,Cluster_1_Cluster_4
P005078005510_Drosophila_hydei_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.93554,0.3048780487804878,0.485991409,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.91504,0.4512195121951219,1.020718835,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.88077,0.6666666666666667,2.133121051,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.91482,0.467479674796748,1.217990467,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.90567,0.6721311475409837,1.923348811,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005078005510_Drosophila_hydei_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.90948,0.6680327868852459,2.097718303,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.88962,0.6831275720164609,2.237130687,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.85898,0.1255411255411255,0.135069871,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.89889,0.6844262295081966,2.131701606,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.89279,0.4349593495934959,1.16597876,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.88083,0.6639344262295082,2.100144708,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.89816,0.4756097560975609,1.265044023,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.88031,0.4375,1.286185041,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.91031,0.6680327868852459,2.011255383,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.85426,0.6741071428571428,2.089310187,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.88991,0.2888888888888888,0.5686537309999999,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005072008715_Drosophila_elegans_part1_of1,0.89787,0.680327868852459,2.113642966,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005072008716_Drosophila_elegans_part1_of1,0.89985,0.4308943089430894,1.16093521,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005073012561_Drosophila_erecta_part1_of1,0.89063,0.4349593495934959,1.152836331,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005074010565_Drosophila_eugracilis_part1_of1,0.91201,0.4512195121951219,1.166120733,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005074010571_Drosophila_eugracilis_part1_of1,0.90186,0.6844262295081966,2.077424182,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005075007245_Drosophila_ficusphila_part1_of1,0.87219,0.6762295081967213,2.10497613,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005076010725_Drosophila_grimshawi_part1_of1,0.79654,0.4514767932489452,0.8771385,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005076010744_Drosophila_grimshawi_part1_of1,0.88227,0.6859504132231404,2.211414988,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005076010745_Drosophila_grimshawi_part1_of1,0.94064,0.3699186991869918,0.671557075,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005077009626_Drosophila_guanche_part1_of1,0.94312,0.4390243902439024,1.0609573289999998,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005077011090_Drosophila_guanche_part1_of1,0.894,0.4390243902439024,1.0609573289999998,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005077011621_Drosophila_guanche_part1_of1,0.87941,0.6598360655737705,1.991995655,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005078006118_Drosophila_hydei_part1_of1,0.8801,0.691358024691358,2.1904834330000003,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005079010340_Drosophila_innubila_part1_of1,0.88251,0.4796747967479674,1.081034442,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005079011844_Drosophila_innubila_part1_of2,0.90132,0.6831275720164609,2.130668018,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005079011844_Drosophila_innubila_part2_of2,0.88503,0.251101321585903,0.478898527,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005080010494_Drosophila_ironensis_part1_of1,0.90811,0.6680327868852459,2.098622784,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005080010499_Drosophila_ironensis_part1_of1,0.88828,0.4642857142857143,1.310608863,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005080012110_Drosophila_ironensis_part1_of1,0.8938,0.4454148471615721,1.070467001,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005081003743_Drosophila_kikkawai_part1_of3,0.90584,0.6721311475409837,2.013646788,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005081003743_Drosophila_kikkawai_part2_of3,0.8034,0.4805825242718446,1.356290556,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005081003743_Drosophila_kikkawai_part3_of3,0.88987,0.4653061224489796,1.252497798,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005081004694_Drosophila_kikkawai_part1_of1,0.89638,0.5061224489795919,1.346296816,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005082012188_Drosophila_mauritiana_part1_of1,0.90582,0.6844262295081966,2.090760803,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005082012529_Drosophila_mauritiana_part1_of1,0.93751,0.4471544715447154,1.153825408,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005083008909_Drosophila_melanogaster_part1_of1,0.9012,0.6885245901639344,2.094674719,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005083008910_Drosophila_melanogaster_part1_of1,0.90807,0.4471544715447154,1.153150357,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005084006084_Drosophila_miranda_part1_of1,0.92626,0.4227642276422764,0.997061529,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005084006085_Drosophila_miranda_part1_of1,0.89917,0.6639344262295082,1.960147885,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005085005288_Drosophila_mojavensis_part1_of1,0.86854,0.6790123456790124,2.239534033,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005085005289_Drosophila_mojavensis_part1_of1,0.89455,0.1659751037344398,0.18372536,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005086002813_Drosophila_navojoa_part1_of1,0.87614,0.6790123456790124,2.221175825,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005086003013_Drosophila_navojoa_part1_of1,0.94746,0.1056910569105691,0.115485112,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005087007713_Drosophila_novamexicana_part1_of1,0.92234,0.2642276422764228,0.468090718,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005087007760_Drosophila_novamexicana_part1_of1,0.89724,0.6748971193415638,2.159760157,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005087007761_Drosophila_novamexicana_part1_of1,0.92894,0.2317073170731707,0.352285912,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005088004783_Drosophila_obscura_part1_of1,0.9386,0.4390243902439024,1.046692683,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005088004859_Drosophila_obscura_part1_of1,0.89072,0.688259109311741,1.959013656,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005078005510_Drosophila_hydei_part1_of1,P005088004876_Drosophila_obscura_part1_of1,0.90634,0.6639344262295082,1.987915504,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005089006354_Drosophila_persimilis_part1_of1,0.94352,0.4227642276422764,0.993133724,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005089006356_Drosophila_persimilis_part1_of1,0.91446,0.6639344262295082,1.960147885,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005091006300_Drosophila_rhopaloa_part1_of1,0.88039,0.6680327868852459,2.119191421,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005092009946_Drosophila_santomea_part1_of1,0.90315,0.6885245901639344,2.118452826,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005092009948_Drosophila_santomea_part1_of1,0.90098,0.4390243902439024,1.15311696,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005093013422_Drosophila_sechellia_part1_of1,0.86989,0.6885245901639344,2.094705335,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005093013423_Drosophila_sechellia_part1_of1,0.92072,0.4471544715447154,1.14922782,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005078005510_Drosophila_hydei_part1_of1,P005095004731_Drosophila_setifemur_part1_of1,0.89456,0.6775510204081633,2.099830637,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005078005510_Drosophila_hydei_part1_of1,P005095011902_Drosophila_setifemur_part1_of1,0.8445,0.4449541284403669,1.222819333,Cluster_1,Cluster_1,Cluster_1_Cluster_1
