protein1,protein2,tm_score,sequence_divergence,patristic_distance
P005066011807_Drosophila_arizonae_part2_of2,P005082012529_Drosophila_mauritiana_part1_of1,0.89051,0.4458874458874459,1.073569093
P005066011807_Drosophila_arizonae_part2_of2,P005083008909_Drosophila_melanogaster_part1_of1,0.8711,0.6563876651982379,2.014418404
P005066011807_Drosophila_arizonae_part2_of2,P005083008910_Drosophila_melanogaster_part1_of1,0.89531,0.4458874458874459,1.072894042
P005066011807_Drosophila_arizonae_part2_of2,P005084006084_Drosophila_miranda_part1_of1,0.90951,0.4069264069264069,0.916805214
P005066011807_Drosophila_arizonae_part2_of2,P005084006085_Drosophila_miranda_part1_of1,0.88629,0.6475770925110131,1.87989157
P005066011807_Drosophila_arizonae_part2_of2,P005085005288_Drosophila_mojavensis_part1_of1,0.85142,0.6548672566371682,2.1592777180000002
P005066011807_Drosophila_arizonae_part2_of2,P005085005289_Drosophila_mojavensis_part1_of1,0.86142,0.06956521739130439,0.066712101
P005066011807_Drosophila_arizonae_part2_of2,P005086002813_Drosophila_navojoa_part1_of1,0.84726,0.6548672566371682,2.1409195100000002
P005066011807_Drosophila_arizonae_part2_of2,P005086003013_Drosophila_navojoa_part1_of1,0.90632,0.06493506493506496,0.066628399
P005066011807_Drosophila_arizonae_part2_of2,P005087007713_Drosophila_novamexicana_part1_of1,0.91019,0.2640692640692641,0.387834403
P005066011807_Drosophila_arizonae_part2_of2,P005087007760_Drosophila_novamexicana_part1_of1,0.87387,0.6460176991150443,2.0795038420000003
P005066011807_Drosophila_arizonae_part2_of2,P005087007761_Drosophila_novamexicana_part1_of1,0.91202,0.21212121212121215,0.27202959699999996
P005066011807_Drosophila_arizonae_part2_of2,P005088004783_Drosophila_obscura_part1_of1,0.90427,0.4155844155844156,0.9664363680000001
P005066011807_Drosophila_arizonae_part2_of2,P005088004859_Drosophila_obscura_part1_of1,0.87196,0.6695652173913044,1.878757341
P005066011807_Drosophila_arizonae_part2_of2,P005088004876_Drosophila_obscura_part1_of1,0.86219,0.6475770925110131,1.907659189
P005066011807_Drosophila_arizonae_part2_of2,P005089006354_Drosophila_persimilis_part1_of1,0.90496,0.4069264069264069,0.912877409
P005066011807_Drosophila_arizonae_part2_of2,P005089006356_Drosophila_persimilis_part1_of1,0.86048,0.6475770925110131,1.87989157
P005066011807_Drosophila_arizonae_part2_of2,P005091006300_Drosophila_rhopaloa_part1_of1,0.84778,0.6475770925110131,2.038935106
P005066011807_Drosophila_arizonae_part2_of2,P005092009946_Drosophila_santomea_part1_of1,0.87084,0.6563876651982379,2.038196511
P005066011807_Drosophila_arizonae_part2_of2,P005092009948_Drosophila_santomea_part1_of1,0.89316,0.4372294372294372,1.072860645
P005066011807_Drosophila_arizonae_part2_of2,P005093013422_Drosophila_sechellia_part1_of1,0.84262,0.6563876651982379,2.0144490200000003
P005066011807_Drosophila_arizonae_part2_of2,P005093013423_Drosophila_sechellia_part1_of1,0.89071,0.4458874458874459,1.068971505
P005066011807_Drosophila_arizonae_part2_of2,P005095004731_Drosophila_setifemur_part1_of1,0.88644,0.6491228070175439,2.0195743220000004
P005066011807_Drosophila_arizonae_part2_of2,P005095011902_Drosophila_setifemur_part1_of1,0.83632,0.4482758620689655,1.142563018
P005066011807_Drosophila_arizonae_part2_of2,P005095011903_Drosophila_setifemur_part1_of1,0.87655,0.4649122807017544,1.067344716
P005066011807_Drosophila_arizonae_part2_of2,P005097008429_Drosophila_subobscura_part1_of2,0.91137,0.4069264069264069,0.937132887
P005066011807_Drosophila_arizonae_part2_of2,P005097008429_Drosophila_subobscura_part2_of2,0.88629,0.6536796536796536,1.845211474
P005066011807_Drosophila_arizonae_part2_of2,P005097009271_Drosophila_subobscura_part1_of1,0.88635,0.6475770925110131,1.893239012
P005066011807_Drosophila_arizonae_part2_of2,P005098006594_Drosophila_subpulchrella_part1_of2,0.86903,0.6666666666666667,2.048071041
P005066011807_Drosophila_arizonae_part2_of2,P005098006594_Drosophila_subpulchrella_part2_of2,0.90539,0.4425531914893617,1.031010518
P005066011807_Drosophila_arizonae_part2_of2,P005099002466_Drosophila_suzukii_part1_of1,0.89152,0.4458874458874459,1.050873614
P005066011807_Drosophila_arizonae_part2_of2,P005099007453_Drosophila_suzukii_part1_of1,0.88073,0.6666666666666667,2.066908158
P005066011807_Drosophila_arizonae_part2_of2,P005100011380_Drosophila_takahashii_part1_of2,0.85092,0.6622807017543859,2.079415777
P005066011807_Drosophila_arizonae_part2_of2,P005100011380_Drosophila_takahashii_part2_of2,0.90098,0.4553191489361702,1.037905626
P005066011807_Drosophila_arizonae_part2_of2,P005101009090_Drosophila_teissieri_part1_of1,0.87007,0.6563876651982379,2.0263724610000002
P005066011807_Drosophila_arizonae_part2_of2,P005101009092_Drosophila_teissieri_part1_of1,0.89644,0.4372294372294372,1.061252441
P005066011807_Drosophila_arizonae_part2_of2,P005102009205_Drosophila_virilis_part1_of1,0.86359,0.6460176991150443,2.0795038420000003
P005066011807_Drosophila_arizonae_part2_of2,P005102009206_Drosophila_virilis_part1_of1,0.90507,0.22077922077922074,0.299191062
P005066011807_Drosophila_arizonae_part2_of2,P005103011421_Drosophila_willistoni_part1_of1,0.90183,0.3448275862068966,0.5665923749999999
P005066011807_Drosophila_arizonae_part2_of2,P005103011422_Drosophila_willistoni_part1_of1,0.85738,0.6387665198237886,1.97773313
P005066011807_Drosophila_arizonae_part2_of2,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.89341,0.4458874458874459,1.072894042
P005067004171_Drosophila_biarmipes_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.85765,0.7336065573770492,2.481047482
P005067004171_Drosophila_biarmipes_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.8848,0.6790123456790124,2.058275707
P005067004171_Drosophila_biarmipes_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.88659,0.7396694214876033,2.3442050389999998
P005067004171_Drosophila_biarmipes_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.91215,0.18473895582329314,0.375149657
P005067004171_Drosophila_biarmipes_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.89229,0.6995884773662551,2.5414766710000003
P005067004171_Drosophila_biarmipes_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.8979,0.6775510204081633,2.103612585
P005067004171_Drosophila_biarmipes_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.91248,0.132,0.23236129700000002
P005067004171_Drosophila_biarmipes_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.91699,0.1807228915662651,0.47915929299999993
P005067004171_Drosophila_biarmipes_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.81829,0.6607929515418502,2.051445291
P005067004171_Drosophila_biarmipes_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.87001,0.7201646090534979,2.4894649639999997
P005067004171_Drosophila_biarmipes_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.93493,0.10399999999999998,0.23478770200000001
P005067004171_Drosophila_biarmipes_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.87038,0.7078189300411523,2.588530227
P005067004171_Drosophila_biarmipes_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.86257,0.7111111111111111,2.609671245
P005067004171_Drosophila_biarmipes_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.98977,0.09199999999999997,0.182185695
P005067004171_Drosophila_biarmipes_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.88768,0.12389380530973448,0.331338793
P005067004171_Drosophila_biarmipes_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.85582,0.7035398230088495,2.140938029
P005067004171_Drosophila_biarmipes_part1_of1,P005072008715_Drosophila_elegans_part1_of1,0.99414,0.06000000000000005,0.08621129
P005067004171_Drosophila_biarmipes_part1_of1,P005072008716_Drosophila_elegans_part1_of1,0.87349,0.7201646090534979,2.4844214139999994
P005067004171_Drosophila_biarmipes_part1_of1,P005073012561_Drosophila_erecta_part1_of1,0.86154,0.7119341563786008,2.476322535
P005067004171_Drosophila_biarmipes_part1_of1,P005074010565_Drosophila_eugracilis_part1_of1,0.88089,0.7037037037037037,2.489606937
P005067004171_Drosophila_biarmipes_part1_of1,P005074010571_Drosophila_eugracilis_part1_of1,0.99002,0.06799999999999995,0.097604982
P005067004171_Drosophila_biarmipes_part1_of1,P005075007245_Drosophila_ficusphila_part1_of1,0.94813,0.09199999999999997,0.146715138
P005067004171_Drosophila_biarmipes_part1_of1,P005076010725_Drosophila_grimshawi_part1_of1,0.78046,0.721030042918455,2.304287474
P005067004171_Drosophila_biarmipes_part1_of1,P005076010744_Drosophila_grimshawi_part1_of1,0.95458,0.19354838709677424,0.453443594
P005067004171_Drosophila_biarmipes_part1_of1,P005076010745_Drosophila_grimshawi_part1_of1,0.88272,0.7024793388429752,2.098706049
P005067004171_Drosophila_biarmipes_part1_of1,P005077009626_Drosophila_guanche_part1_of1,0.89567,0.7201646090534979,2.3844435330000002
P005067004171_Drosophila_biarmipes_part1_of1,P005077011090_Drosophila_guanche_part1_of1,0.86369,0.7201646090534979,2.3844435330000002
P005067004171_Drosophila_biarmipes_part1_of1,P005077011621_Drosophila_guanche_part1_of1,0.94461,0.16800000000000004,0.31283361100000007
P005067004171_Drosophila_biarmipes_part1_of1,P005078005510_Drosophila_hydei_part1_of1,0.892,0.6844262295081966,2.131701606
P005067004171_Drosophila_biarmipes_part1_of1,P005078006118_Drosophila_hydei_part1_of1,0.91347,0.1686746987951807,0.4325120389999999
P005067004171_Drosophila_biarmipes_part1_of1,P005079010340_Drosophila_innubila_part1_of1,0.84917,0.6983471074380165,2.404520646
P005067004171_Drosophila_biarmipes_part1_of1,P005079011844_Drosophila_innubila_part1_of2,0.93443,0.17670682730923692,0.37269662400000003
P005067004171_Drosophila_biarmipes_part1_of1,P005079011844_Drosophila_innubila_part2_of2,0.83672,0.6740088105726872,2.0511828249999997
P005067004171_Drosophila_biarmipes_part1_of1,P005080010494_Drosophila_ironensis_part1_of1,0.98996,0.128,0.233265778
P005067004171_Drosophila_biarmipes_part1_of1,P005080010499_Drosophila_ironensis_part1_of1,0.86087,0.7422222222222222,2.634095067
P005067004171_Drosophila_biarmipes_part1_of1,P005080012110_Drosophila_ironensis_part1_of1,0.87455,0.7130434782608696,2.393953205
P005067004171_Drosophila_biarmipes_part1_of1,P005081003743_Drosophila_kikkawai_part1_of3,0.89283,0.09999999999999998,0.1845771
P005067004171_Drosophila_biarmipes_part1_of1,P005081003743_Drosophila_kikkawai_part2_of3,0.76967,0.7233009708737864,2.6797767599999998
P005067004171_Drosophila_biarmipes_part1_of1,P005081003743_Drosophila_kikkawai_part3_of3,0.86227,0.7355371900826446,2.5759840019999998
P005067004171_Drosophila_biarmipes_part1_of1,P005081004694_Drosophila_kikkawai_part1_of1,0.86684,0.7448559670781894,2.6697830199999997
P005067004171_Drosophila_biarmipes_part1_of1,P005082012188_Drosophila_mauritiana_part1_of1,0.93545,0.06399999999999995,0.096674451
P005067004171_Drosophila_biarmipes_part1_of1,P005082012529_Drosophila_mauritiana_part1_of1,0.8825,0.7160493827160495,2.477311612
P005067004171_Drosophila_biarmipes_part1_of1,P005083008909_Drosophila_melanogaster_part1_of1,0.99482,0.06799999999999995,0.10058836700000001
P005067004171_Drosophila_biarmipes_part1_of1,P005083008910_Drosophila_melanogaster_part1_of1,0.8725,0.7119341563786008,2.4766365610000003
P005067004171_Drosophila_biarmipes_part1_of1,P005084006084_Drosophila_miranda_part1_of1,0.88004,0.7283950617283951,2.320547733
P005067004171_Drosophila_biarmipes_part1_of1,P005084006085_Drosophila_miranda_part1_of1,0.91927,0.16800000000000004,0.280985841
P005067004171_Drosophila_biarmipes_part1_of1,P005085005288_Drosophila_mojavensis_part1_of1,0.90329,0.1887550200803213,0.48156263899999996
P005067004171_Drosophila_biarmipes_part1_of1,P005085005289_Drosophila_mojavensis_part1_of1,0.8428,0.6793248945147679,2.10010078
P005067004171_Drosophila_biarmipes_part1_of1,P005086002813_Drosophila_navojoa_part1_of1,0.90379,0.1887550200803213,0.46320443099999997
P005067004171_Drosophila_biarmipes_part1_of1,P005086003013_Drosophila_navojoa_part1_of1,0.87981,0.6694214876033058,2.063260134
P005067004171_Drosophila_biarmipes_part1_of1,P005087007713_Drosophila_novamexicana_part1_of1,0.8762,0.6776859504132231,2.164483244
P005067004171_Drosophila_biarmipes_part1_of1,P005087007760_Drosophila_novamexicana_part1_of1,0.95171,0.1606425702811245,0.401788763
P005067004171_Drosophila_biarmipes_part1_of1,P005087007761_Drosophila_novamexicana_part1_of1,0.87442,0.6652892561983471,2.048678438
P005067004171_Drosophila_biarmipes_part1_of1,P005088004783_Drosophila_obscura_part1_of1,0.88539,0.7119341563786008,2.3701788870000002
P005067004171_Drosophila_biarmipes_part1_of1,P005088004859_Drosophila_obscura_part1_of1,0.8601,0.6639676113360324,2.13927743
P005067004171_Drosophila_biarmipes_part1_of1,P005088004876_Drosophila_obscura_part1_of1,0.90521,0.18799999999999994,0.30875346000000004
P005067004171_Drosophila_biarmipes_part1_of1,P005089006354_Drosophila_persimilis_part1_of1,0.88264,0.7283950617283951,2.316619928
P005067004171_Drosophila_biarmipes_part1_of1,P005089006356_Drosophila_persimilis_part1_of1,0.91412,0.16800000000000004,0.280985841
P005067004171_Drosophila_biarmipes_part1_of1,P005091006300_Drosophila_rhopaloa_part1_of1,0.94772,0.06799999999999995,0.078887813
P005067004171_Drosophila_biarmipes_part1_of1,P005092009946_Drosophila_santomea_part1_of1,0.9896,0.07999999999999996,0.124366474
P005067004171_Drosophila_biarmipes_part1_of1,P005092009948_Drosophila_santomea_part1_of1,0.86273,0.7160493827160495,2.476603164
P005067004171_Drosophila_biarmipes_part1_of1,P005093013422_Drosophila_sechellia_part1_of1,0.93349,0.06799999999999995,0.100618983
P005067004171_Drosophila_biarmipes_part1_of1,P005093013423_Drosophila_sechellia_part1_of1,0.87339,0.7119341563786008,2.472714024
P005067004171_Drosophila_biarmipes_part1_of1,P005095004731_Drosophila_setifemur_part1_of1,0.92037,0.14400000000000002,0.204059535
P005067004171_Drosophila_biarmipes_part1_of1,P005095011902_Drosophila_setifemur_part1_of1,0.82661,0.7155963302752293,2.546305537
P005067004171_Drosophila_biarmipes_part1_of1,P005095011903_Drosophila_setifemur_part1_of1,0.8657,0.7291666666666667,2.471087235
P005067004171_Drosophila_biarmipes_part1_of1,P005097008429_Drosophila_subobscura_part1_of2,0.87967,0.7242798353909465,2.3408754060000003
P005067004171_Drosophila_biarmipes_part1_of1,P005097008429_Drosophila_subobscura_part2_of2,0.87352,0.680161943319838,2.105731563
P005067004171_Drosophila_biarmipes_part1_of1,P005097009271_Drosophila_subobscura_part1_of1,0.91856,0.16800000000000004,0.29433328300000006
P005067004171_Drosophila_biarmipes_part1_of1,P005098006594_Drosophila_subpulchrella_part1_of2,0.94872,0.040000000000000036,0.051706546000000006
P005067004171_Drosophila_biarmipes_part1_of1,P005098006594_Drosophila_subpulchrella_part2_of2,0.87418,0.7201646090534979,2.434753037
P005067004171_Drosophila_biarmipes_part1_of1,P005099002466_Drosophila_suzukii_part1_of1,0.87126,0.7283950617283951,2.454616133
P005067004171_Drosophila_biarmipes_part1_of1,P005099007453_Drosophila_suzukii_part1_of1,0.92119,0.06399999999999995,0.070543663
P005067004171_Drosophila_biarmipes_part1_of1,P005100011380_Drosophila_takahashii_part1_of2,0.89929,0.07999999999999996,0.132240416
P005067004171_Drosophila_biarmipes_part1_of1,P005100011380_Drosophila_takahashii_part2_of2,0.88401,0.7201646090534979,2.441648145
P005067004171_Drosophila_biarmipes_part1_of1,P005101009090_Drosophila_teissieri_part1_of1,0.98739,0.07599999999999996,0.112542424
P005067004171_Drosophila_biarmipes_part1_of1,P005101009092_Drosophila_teissieri_part1_of1,0.86665,0.7037037037037037,2.4649949600000003
P005067004171_Drosophila_biarmipes_part1_of1,P005102009205_Drosophila_virilis_part1_of1,0.94986,0.1606425702811245,0.401788763
P005067004171_Drosophila_biarmipes_part1_of1,P005102009206_Drosophila_virilis_part1_of1,0.87895,0.6735537190082644,2.075839903
P005067004171_Drosophila_biarmipes_part1_of1,P005103011421_Drosophila_willistoni_part1_of1,0.89008,0.6721311475409837,2.280254648
P005067004171_Drosophila_biarmipes_part1_of1,P005103011422_Drosophila_willistoni_part1_of1,0.95866,0.14400000000000002,0.300018051
P005067004171_Drosophila_biarmipes_part1_of1,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.87658,0.7119341563786008,2.4766365610000003
P005067004172_Drosophila_biarmipes_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.88945,0.7732793522267206,3.2345455019999996
P005067004172_Drosophila_biarmipes_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.90639,0.4331983805668016,1.092552861
P005067004172_Drosophila_biarmipes_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.88154,0.47560975609756095,1.306692093
P005067004172_Drosophila_biarmipes_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.86716,0.7024793388429752,2.4908844089999995
P005067004172_Drosophila_biarmipes_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.90333,0.3266129032258065,0.574317311
P005067004172_Drosophila_biarmipes_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.89048,0.6748971193415638,2.281112169
P005067004172_Drosophila_biarmipes_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.86795,0.7078189300411523,2.455481661
P005067004172_Drosophila_biarmipes_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.88128,0.7024793388429752,2.5948940449999998
P005067004172_Drosophila_biarmipes_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.84472,0.4415584415584416,1.085722445
P005067004172_Drosophila_biarmipes_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.87672,0.7201646090534979,2.4894649639999997
P005067004172_Drosophila_biarmipes_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.85256,0.6995884773662551,2.457908066
P005067004172_Drosophila_biarmipes_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.89351,0.3467741935483871,0.621370867
P005067004172_Drosophila_biarmipes_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.90098,0.3008849557522124,0.552199651
P005067004172_Drosophila_biarmipes_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.88079,0.691358024691358,2.3690187409999997
P005067004172_Drosophila_biarmipes_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.84395,0.7066666666666667,2.447073545
